Series Name,Series Code,Country Name,Country Code,2018
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,60553901420.085
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,57724731364.7669
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,60991399904.4434
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,100023000000
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,3127908044.69274
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,24961995748.701
GDP (current US$),NY.GDP.MKTP.CD,Czech Republic,CZE,244987409830.533
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,355675329085.952
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,3012820409.63313
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,550892592.592593
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,85555378042.8196
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,107562008000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,250894760351.232
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,26117400000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,13278488567.3058
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,30747159197.8965
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,84269348327.3454
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,..
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,5536759653.15704
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,275893681355.892
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,2787863958885.49
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,..
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,16862282413.8778
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,1624600882.32255
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,17599700090.762
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,3949548833952.94
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,65556464048.1539
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,218138367444.99
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,3051626389.63671
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,1168696296.2963
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,5920000000
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,73118147808.2775
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,12207116729.0778
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,1458156026.13413
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,3878662620.77146
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,9658721169.63284
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,24024189735.8876
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,361693053517.893
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,157882912778.254
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,25737594324.9454
GDP (current US$),NY.GDP.MKTP.CD,India,IND,2713165057513.35
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,1042240309412.58
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,..
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,224228010477.919
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,382674360766.341
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,..
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,370587977153.583
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,2085764300862.27
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,15713908816.1463
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,4954806619995.19
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,42231295774.6479
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,179339994859.384
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,87778582964.1388
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,196737895.995218
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People’s Rep.",PRK,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1720578827805.54
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,7942961738.30893
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,140645364238.411
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,8271108638.39931
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,17953786416.1431
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,34313873284.5882
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,54961275741.5589
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,2575892261.32457
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,3264000000
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,52607888717.9487
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,..
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,53455170033.5194
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,70919958015.5247
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,55084050789.7182
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,12628854800.9772
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,13853433947.6241
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,6917301908.62757
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,358581943446.259
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,5327457149.72581
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,17172022684.31
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,14603581712.3288
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,221278000
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,7049169770.86399
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,14181803715.4038
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,1220699479845.98
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,401932300
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,11457410264.1932
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,7188238072.74445
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,13108769495.7425
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,5506766650.92111
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,117921394402.361
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,14717223206.9
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,76168043981.5932
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,13454211124.4607
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,124021393.690412
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,29173513475.5597
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,914104847814.117
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,207920613961.749
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,13063873077.8495
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,12826750567.1859
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,398160403206.519
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,1323000000
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,434166615431.909
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,79275422626.788
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,314567541558.339
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,283994900
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,65128200000
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,23412495063.4985
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,40384691790.5685
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,222044970486.217
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,346841896889.553
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,587114101392.696
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,241274628877.362
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,100979900000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,191362087912.088
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,241626953521.413
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,1669583089322.96
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,9627720629.70522
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,820491817.331671
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,1637931034.48276
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,422295934.152254
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,786521831573.333
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,23236007428.2582
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,50597289146.7041
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,1586008996.62616
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,4085114794.22324
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,373217081850.534
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,105820499976.721
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,54034358544.2622
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,1395608475.32223
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,..
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,368288939768.322
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,1419735245004.7
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,88425889592.1519
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,1010814814.81481
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,2065875074.07407
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,811300000
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,26078607538.5703
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,3458090452.26131
GDP (current US$),NY.GDP.MKTP.CD,Eswatini,SWZ,4710618470.04358
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,555455371487.089
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,705140620046.7
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,7522947810.12326
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,58001200572.3965
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,506514103905.268
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,1568611562.00556
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,5356344850.49415
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,450353313.884584
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,23808146747.7994
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,39770297328.9509
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,771350331372.711
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,40761142857.1429
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,1022312010
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,42588164.9731022
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,32772824208.9499
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,130901858421.72
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,422215043584.969
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,2860667727551.97
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,20529049174601.5
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,59596885023.0917
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,50392607758.2324
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,906050106.972695
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,245213686369.157
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,..
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,14615900000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,27591261663.286
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,27005238896.1666
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,24311560500
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Afghanistan,AFG,1.84008854330573
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Albania,ALB,4.0713012947902
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Algeria,DZA,1.40000000081805
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,American Samoa,ASM,2.18487394957982
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Andorra,AND,1.58876549046354
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Angola,AGO,-2.00357675383141
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Antigua and Barbuda,ATG,7.38919716232351
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,-2.48179244509274
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Armenia,ARM,5.2
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Aruba,ABW,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Australia,AUS,2.94033358170461
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Austria,AUT,2.41976363780752
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Azerbaijan,AZE,1.50040170699388
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Bahamas, The",BHS,1.56575993568239
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bahrain,BHR,1.95718329709366
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bangladesh,BGD,7.86370889257542
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Barbados,BRB,-0.580333154218167
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belarus,BLR,3.14919759374963
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belgium,BEL,1.48763483605245
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belize,BLZ,2.08990965494719
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Benin,BEN,6.69725946087986
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bermuda,BMU,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,3.02764071925384
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,4.22362276931993
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bosnia and Herzegovina,BIH,3.71625074935496
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Botswana,BWA,4.47882348357265
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,1.31722399870793
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,British Virgin Islands,VGB,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,0.0522377907767719
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,3.08418980095941
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,6.81961748015405
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,1.60993308234522
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,4.53116168434889
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,7.46916920701493
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,4.06240531944661
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,2.01363921173214
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,3.27557324673195
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,3.78944359275462
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,2.37403780037783
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,3.94932089095181
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,6.75161439114392
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,2.5153244557176
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,3.43076413622954
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",COD,5.82112109989339
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,1.60000000009966
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,2.6603752941224
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,6.79348796730912
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,2.69468922813843
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,2.24848039303581
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,-2.16613107776222
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,4.05663229153157
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czech Republic,CZE,2.84605767659059
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,2.39132968541817
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,8.40766266610518
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,2.26457023430542
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,6.98252758458058
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,1.28929193290499
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,5.31412103746398
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,2.43096049921077
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,-6.3563391129224
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,4.76115846853359
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,6.81614779681703
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,3.52620941683361
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,1.63008149165087
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,1.79286395382047
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,0.835804969429503
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,6.54702656494995
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,4.86993477619603
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,1.52744629830981
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,6.26348073195742
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,1.93437088314492
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,3.21802733064499
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,4.14115283820682
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,-0.268353459842814
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,3.21490624346517
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,6.1811389373444
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,3.79999999834297
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,4.10000155013697
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,1.48387978817684
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,3.69672956910365
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,2.86156493383429
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,5.09400256449817
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,3.81442297649168
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,6.11958684138214
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,5.16970560898147
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,-0.563615471655993
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,8.16987093310331
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMN,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,3.45370251802824
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,0.798119353036327
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,1.94087814684517
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,0.323207337907206
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,1.94029220505026
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,4.09999999987123
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,6.31845070162866
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,2.31315781089032
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People’s Rep.",PRK,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,2.66493034603647
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,XKX,3.81561920204551
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kuwait,KWT,1.24627381406719
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kyrgyz Republic,KGZ,3.75791011727753
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lao PDR,LAO,6.24796000755872
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latvia,LVA,4.28482516344695
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lebanon,LBN,-1.92640477077212
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lesotho,LSO,-0.452672856407716
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liberia,LBR,1.22255131299607
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Libya,LBY,15.1327998906633
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liechtenstein,LIE,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lithuania,LTU,3.64475653175535
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Luxembourg,LUX,3.11083626560442
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macao SAR, China",MAC,5.44254261921597
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North Macedonia,MKD,2.72014690475054
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Madagascar,MDG,4.56478275948496
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malawi,MWI,3.17000322241334
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malaysia,MYS,4.74160645035721
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Maldives,MDV,6.8888171958136
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mali,MLI,4.65058662382832
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malta,MLT,7.3142238281863
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Marshall Islands,MHL,3.6247527596621
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritania,MRT,2.11526763746781
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritius,MUS,3.75991807991545
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mexico,MEX,2.13595812119722
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Micronesia, Fed. Sts.",FSM,0.211653600126766
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Moldova,MDA,4.30147792757501
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Monaco,MCO,6.10000047479944
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mongolia,MNG,7.24662963624736
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Montenegro,MNE,5.07788739526558
